Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
199,1774612160423,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,45,5.263157844543457,0,45,14.285715103149414,100,0,20,45,0,42.85714340209961,45,10,25,0,42.85714340209961,0,8192,7676,64604,67,54,65443.07653808594,42581.996826171875,1629.3790283203125,33293438976,8589930496,7263633408,1076260864
200,1774612160623,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,30.000001907348633,10,25,45,10.526315689086914,100,0,0,23.809524536132813,0,35,47.36842346191406,10,47.36842346191406,20,35,0,8192,7676,71775,68,58,65447.08264160156,42584.82342529297,1629.3790283203125,33293438976,8589930496,7271833600,1076260864
199,1774612160823,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,50,14.285715103149414,0,47.36842346191406,0,100,0,20,47.36842346191406,0,47.36842346191406,47.619049072265625,10.526315689086914,30.000001907348633,0,35,0,8192,7676,79066,68,55,65451.06378173828,42587.621032714844,1629.3790283203125,33293438976,8589930496,7274242048,1076260864
200,1774612161023,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,31.57894515991211,5.555555820465088,0,0,0,100,0,45,45,45,42.85714340209961,45,9.523809432983398,0,10,35,0,8192,7676,78999,68,51,65454.95275878906,42590.341796875,1629.3790283203125,33293438976,8589930496,7274614784,1076260864
199,1774612161223,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,45,25,5,19.047618865966797,42.85714340209961,100,10.526315689086914,40,50,25,5,42.105262756347656,0,0,0,21.052631378173828,0,8192,7676,78980,67,45,65458.881591796875,42593.096252441406,1629.3790283203125,33293438976,8589930496,7275728896,1076260864
199,1774612161423,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,45,15.000000953674316,0,21.052631378173828,42.105262756347656,100,0,25,45,21.052631378173828,0,45,10.526315689086914,23.809524536132813,0,30.000001907348633,0,8192,7676,79852,68,41,65462.779235839844,42595.823791503906,1629.3790283203125,33293438976,8589930496,7291166720,1076260864
200,1774612161623,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,25,42.85714340209961,0,25,10,10,0,94.73684692382813,45,20,35,52.38095474243164,14.285715103149414,45,20,5,0,8192,7676,80965,68,45,65466.740661621094,42598.613220214844,1629.3790283203125,33293438976,8589930496,7291654144,1076260864
199,1774612161823,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,94.73684692382813,47.36842346191406,36.842105865478516,20,0,0,0,10,10,28.571430206298828,45,45,10,42.105262756347656,45,0,0,8192,7676,80403,68,50,65470.71765136719,42601.405029296875,1629.3790283203125,33293438976,8589930496,7295782912,1076260864
199,1774612162023,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,30.000001907348633,28.571430206298828,47.619049072265625,45,15.000000953674316,5,4.761904716491699,4.761904716491699,0,89.47368621826172,31.57894515991211,47.36842346191406,5.263157844543457,50,33.333335876464844,20,0,8192,7676,79597,68,56,65474.783142089844,42604.278564453125,1629.3792724609375,33293438976,8589930496,7295778816,1076260864
199,1774612162223,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,30.000001907348633,36.842105865478516,30.000001907348633,47.36842346191406,45,0,0,15.789472579956055,20,100,0,45,14.285715103149414,25,21.052631378173828,10,0,8192,7676,79915,68,56,65478.747619628906,42607.05499267578,1629.3792724609375,33293438976,8589930496,7295778816,1076256768
200,1774612162423,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,42.85714340209961,15.000000953674316,0,40,40,40,0,42.85714340209961,40,100,0,0,10,0,0,26.3157901763916,0,8192,7676,79647,68,47,65482.49334716797,42609.64776611328,1629.3792724609375,33293438976,8589930496,7295778816,1076256768
199,1774612162624,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,15.789472579956055,25,0,28.571430206298828,45,42.105262756347656,5,68.42105102539063,40,25,4.761904716491699,0,0,75,30.000001907348633,19.047618865966797,0,8192,7676,79662,68,51,65486.379638671875,42612.362731933594,1629.3792724609375,33293438976,8589930496,7290978304,1076256768
199,1774612162824,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,10,0,0,45,50,45,45,45,50,5,0,0,4.761904716491699,94.73684692382813,0,47.36842346191406,0,8192,7676,79555,68,59,65490.36096191406,42615.164489746094,1629.3792724609375,33293438976,8589930496,7291236352,1076256768
200,1774612163024,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,0,5,26.3157901763916,47.36842346191406,57.894737243652344,52.38095474243164,70,45,20,0,47.36842346191406,20,10,5,5,47.619049072265625,0,8192,7676,80449,68,58,65494.45867919922,42618.06768798828,1629.3792724609375,33293438976,8589930496,7291494400,1076256768
200,1774612163224,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,10.526315689086914,42.105262756347656,28.571430206298828,45,0,45,100,45,15.000000953674316,0,45,4.761904716491699,45,0,0,0,0,8192,7676,80081,68,52,65498.366638183594,42620.801025390625,1629.3797607421875,33293438976,8589930496,7291494400,1076256768
199,1774612163424,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,0,25,0,10,0,42.105262756347656,100,45,42.105262756347656,33.333335876464844,42.105262756347656,0,40,0,10,15.789472579956055,0,8192,7676,79158,68,45,65502.229736328125,42623.4970703125,1629.3797607421875,33293438976,8589930496,7307751424,1076256768
200,1774612163624,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,21.052631378173828,5,10,20,10,45,65,25,33.333335876464844,25,33.333335876464844,0,76.19047546386719,19.047618865966797,31.57894515991211,0,0,8192,7676,80975,69,44,65506.06512451172,42626.17120361328,1629.3797607421875,33293438976,8589930496,7305175040,1076256768
199,1774612163824,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,35,10.526315689086914,0,45,10,50,45,10,47.36842346191406,0,38.095237731933594,0,100,36.842105865478516,10,0,0,8192,7676,81297,68,59,65510.03088378906,42628.95349121094,1629.3797607421875,33293438976,8589930496,7304916992,1076256768
200,1774612164024,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,47.36842346191406,5,10.526315689086914,47.619049072265625,50,40,80,38.095237731933594,36.842105865478516,0,0,10,65,14.285715103149414,14.285715103149414,5,0,8192,7676,81111,68,58,65514.01159667969,42631.74572753906,1629.3797607421875,33293438976,8589930496,7304916992,1076256768
199,1774612164225,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,35,10,4.761904716491699,100,45,45,0,0,45,45,0,0,45,45,5.263157844543457,0,0,8192,7676,79800,68,51,65517.94207763672,42634.49645996094,1629.3797607421875,33293438976,8589930496,7304916992,1076256768
200,1774612164425,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,20,15.000000953674316,21.052631378173828,100,0,30.000001907348633,14.285715103149414,42.105262756347656,20,40,40,10,30.000001907348633,0,25,9.523809432983398,0,8192,7676,79461,68,43,65521.74597167969,42637.13366699219,1629.3797607421875,33293438976,8589930496,7304912896,1076256768
199,1774612164625,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,20,84.21052551269531,35,14.285715103149414,26.3157901763916,10,15.000000953674316,40,14.285715103149414,42.105262756347656,25,35,26.3157901763916,0,33.333335876464844,0,0,8192,7676,80529,68,46,65525.65612792969,42639.87579345703,1629.3797607421875,33293438976,8589930496,7299985408,1076256768
200,1774612164825,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,30.000001907348633,15.000000953674316,0,5.263157844543457,38.095237731933594,45,45,0,45,38.095237731933594,90,0,0,47.36842346191406,10.526315689086914,21.052631378173828,0,8192,7676,80514,68,53,65529.64147949219,42642.67419433594,1629.3797607421875,33293438976,8589930496,7299727360,1076256768
199,1774612165025,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,5.263157844543457,45,25,0,0,42.105262756347656,0,45,20,42.105262756347656,45,0,45,4.761904716491699,0,100,0,8192,7676,79676,68,46,65533.47131347656,42645.33575439453,1629.3797607421875,33293438976,8589930496,7299727360,1076256768
200,1774612165225,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,25,45,26.3157901763916,15.000000953674316,55,5,0,42.105262756347656,20,35,42.105262756347656,45,10,0,25,45,0,8192,7676,80429,69,42,65537.34014892578,42648.0341796875,1629.3797607421875,33293438976,8589930496,7299727360,1076256768
200,1774612165425,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,15.000000953674316,45,19.047618865966797,42.85714340209961,90.47618865966797,0,0,42.85714340209961,38.095237731933594,0,45,42.105262756347656,0,0,36.842105865478516,0,0,8192,7676,80269,69,50,65541.16442871094,42650.68518066406,1629.3797607421875,33293438976,8589930496,7299727360,1076256768
200,1774612165625,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,26.3157901763916,47.36842346191406,35,26.3157901763916,10,28.571430206298828,4.761904716491699,36.842105865478516,45,15.000000953674316,35,90,10,10,20,0,0,8192,7676,80196,68,57,65545.11767578125,42653.451171875,1629.3797607421875,33293438976,8589930496,7291760640,1076256768
199,1774612165825,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,10,4.761904716491699,0,65,0,40,0,0,40,42.105262756347656,42.105262756347656,30.000001907348633,33.333335876464844,40,14.285715103149414,40,0,8192,7676,79511,69,42,65548.86853027344,42656.042236328125,1629.3797607421875,33293438976,8589930496,7291760640,1076256768
199,1774612166025,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,0,0,0,100,10,42.105262756347656,0,0,42.105262756347656,40,33.333335876464844,0,42.105262756347656,45,10,45,0,8192,7676,79559,69,49,65552.6806640625,42658.69708251953,1629.3797607421875,33293438976,8589930496,7294312448,1076256768
199,1774612166226,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,36.842105865478516,25,10,52.6315803527832,5.263157844543457,45,10.526315689086914,10,40,30.000001907348633,47.36842346191406,5,14.285715103149414,36.842105865478516,20,68.42105102539063,0,8192,7676,79510,68,57,65556.72399902344,42661.54705810547,1629.3797607421875,33293438976,8589930496,7294599168,1076256768
199,1774612166426,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,38.095237731933594,45,19.047618865966797,4.761904716491699,100,47.36842346191406,20,0,26.3157901763916,10,50,0,30.000001907348633,45,5.263157844543457,0,0,8192,7676,79370,69,59,65560.73400878906,42664.351989746094,1629.3797607421875,33293438976,8589930496,7290888192,1076256768
199,1774612166626,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,5.263157844543457,45,47.36842346191406,5,100,45,20,0,0,0,45,0,26.3157901763916,45,45,4.761904716491699,0,8192,7676,79554,68,52,65564.67468261719,42667.11004638672,1629.3797607421875,33293438976,8589930496,7267291136,1076256768
199,1774612166826,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,30.000001907348633,40,19.047618865966797,20,80,38.095237731933594,0,20,20,23.809524536132813,55,4.761904716491699,15.000000953674316,20,10,0,0,8192,7676,79291,69,44,65568.32244873047,42669.609924316406,1629.3797607421875,33293438976,8589930496,7283793920,1076256768
199,1774612167026,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,40,45,0,15.000000953674316,38.095237731933594,40,0,0,45,35,10,95,19.047618865966797,45,15.000000953674316,0,0,8192,7676,78661,69,52,65572.30065917969,42672.39892578125,1629.3797607421875,33293438976,8589930496,7283793920,1076256768
199,1774612167226,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,0,42.105262756347656,0,0,42.105262756347656,40,0,10,45,42.105262756347656,0,100,5.263157844543457,35,45,0,0,8192,7676,78873,68,45,65576.16143798828,42675.089904785156,1629.3797607421875,33293438976,8589930496,7283363840,1076256768
199,1774612167426,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,42.85714340209961,35,30.000001907348633,10.526315689086914,45,45,65,10,15.000000953674316,35,0,45,35,5,4.761904716491699,10.526315689086914,0,8192,7676,79023,69,43,65580.06756591797,42677.82263183594,1629.3797607421875,33293438976,8589930496,7297032192,1076256768
200,1774612167626,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,42.85714340209961,35,30.000001907348633,10.526315689086914,45,45,65,10,15.000000953674316,35,0,45,35,5,4.761904716491699,10.526315689086914,0,8192,7676,79282,69,52,65583.97833251953,42680.55535888672,1629.3797607421875,33293438976,8589930496,7295131648,1076256768
199,1774612167826,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,17.948719024658203,10.256410598754883,12.820513725280762,14.634145736694336,25.641027450561523,2.5,100,17.948719024658203,30.000001907348633,30.000001907348633,20,41.02564239501953,45,7.692307949066162,15.384615898132324,35,0,8192,7676,79077,69,59,65587.9526977539,42683.33776855469,1629.3797607421875,33293438976,8589930496,7295131648,1076256768
199,1774612168026,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,20,20,30.000001907348633,0,47.619049072265625,31.57894515991211,35,20,21.052631378173828,50,0,20,45,10,30.000001907348633,75,0,8192,7676,79683,69,52,65592.03674316406,42686.22521972656,1629.3797607421875,33293438976,8589930496,7295123456,1076256768
200,1774612168227,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,25,0,35,30.000001907348633,5.263157844543457,100,0,25,9.523809432983398,19.047618865966797,35,42.85714340209961,45,20,25,0,0,8192,7676,81020,69,46,65595.95520019531,42688.96533203125,1629.3797607421875,33293438976,8589930496,7295123456,1076256768
199,1774612168427,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,5,4.761904716491699,40,20,28.571430206298828,85.71428680419922,5,25,5,31.57894515991211,20,40,45,31.57894515991211,45,10,0,8192,7676,80391,69,43,65599.90222167969,42691.7373046875,1629.3797607421875,33293438976,8589930496,7295381504,1076256768
199,1774612168627,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,38.095237731933594,10.526315689086914,10,25,31.57894515991211,5,0,40,35,20,10,35,40,100,5,0,0,8192,7676,80930,69,50,65603.77722167969,42694.44677734375,1629.3797607421875,33293438976,8589930496,7290351616,1076256768
199,1774612168827,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,15.789472579956055,36.842105865478516,35,30.000001907348633,47.36842346191406,20,0,47.36842346191406,10,50,0,30.000001907348633,10,71.42857360839844,26.3157901763916,10,0,8192,7676,81134,69,58,65607.77612304688,42697.259704589844,1629.3797607421875,33293438976,8589930496,7292583936,1076256768
