Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1774612594200,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,10.526315689086914,5.128205299377441,2.6315789222717285,2.6315789222717285,0,5.128205299377441,0,2.6315789222717285,0,2.6315789222717285,2.6315789222717285,2.6315789222717285,2.6315789222717285,2.6315789222717285,2.6315789222717285,5.128205299377441,0,8192,4240,65154,68,0,73211.33599853516,47847.07275390625,1631.4869384765625,33293438976,8589930496,5185466368,1067827200
200,1774612594200,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,10.526315689086914,5.128205299377441,2.6315789222717285,2.6315789222717285,0,5.128205299377441,0,2.6315789222717285,0,2.6315789222717285,2.6315789222717285,2.6315789222717285,2.6315789222717285,2.6315789222717285,2.6315789222717285,5.128205299377441,0,8192,4240,60864,68,0,73211.59631347656,47847.21923828125,1631.4869384765625,33293438976,8589930496,5185466368,1067827200
199,1774612594400,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,0,20,0,0,4,0,92,0,0,0,0,0,0,0,3.846153974533081,0,0,8192,4240,52635,67,0,73213.79797363281,47848.43029785156,1631.488037109375,33293438976,8589930496,5194170368,1067827200
200,1774612594600,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,0,100,4.761904716491699,0,5,5.263157844543457,10.526315689086914,10,9.523809432983398,0,5,5,0,9.523809432983398,0,0,0,8192,4240,44582,67,0,73216.18377685547,47849.853515625,1631.488037109375,33293438976,8589930496,5167939584,1067827200
200,1774612594800,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,0,60.000003814697266,0,9.523809432983398,0,0,0,21.052631378173828,0,0,0,0,0,0,0,14.285715103149414,0,8192,4240,39926,67,0,73218.29559326172,47851.01220703125,1631.4903564453125,33293438976,8589930496,5216784384,1067827200
200,1774612595000,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,4.761904716491699,0,5,5.263157844543457,0,0,4.761904716491699,95.45454406738281,0,0,0,5,0,5,0,10,0,8192,4240,39841,67,0,73220.58660888672,47852.349182128906,1631.4910888671875,33293438976,8589930496,5225410560,1067827200
200,1774612595200,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,0,0,0,4.761904716491699,55,4.761904716491699,10,31.57894515991211,0,0,4.761904716491699,5,0,0,0,5.263157844543457,0,8192,4240,39839,67,0,73222.79669189453,47853.595947265625,1631.4910888671875,33293438976,8589930496,5353345024,1067827200
200,1774612595401,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,0,0,0,40,15.000000953674316,10,47.619049072265625,0,0,0,0,5,0,0,0,9.523809432983398,0,8192,4240,39715,67,0,73224.9970703125,47854.84375,1631.4910888671875,33293438976,8589930496,5444546560,1067827200
200,1774612595601,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,10,0,8192,4403,39088,67,3,73227.0503540039,47855.93634033203,1631.492431640625,33293438976,8589930496,5513740288,1067827200
200,1774612595801,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,0,0,0,57.142860412597656,0,0,0,0,0,50,0,0,0,0,0,5.263157844543457,0,8192,4433,37367,66,4,73229.12408447266,47857.054443359375,1631.492431640625,33293438976,8589930496,5673865216,1067827200
